250 pitch 62.22222222222222; amp 0.4263636363636363; tmpo 82.22222222222223; harmony 0.1; 
250 pitch 58.666666666666664; amp 0.28727272727272724; tmpo 86.66666666666667; harmony 0.1; 
250 pitch 58.22222222222222; amp 0.3445454545454545; tmpo 87.22222222222221; harmony 0.1; 
250 pitch 62.66666666666667; amp 0.5409090909090909; tmpo 81.66666666666666; harmony 0.1; 
250 pitch 57.333333333333336; amp 0.3690909090909091; tmpo 88.33333333333333; harmony 0.1; 
250 pitch 59.55555555555556; amp 0.4099999999999999; tmpo 85.55555555555556; harmony 0.2; 
250 pitch 64.88888888888889; amp 0.44272727272727264; tmpo 78.88888888888889; harmony 0.1; 
250 pitch 60.44444444444444; amp 0.3854545454545454; tmpo 84.44444444444444; harmony 0.1; 
250 pitch 58.666666666666664; amp 0.3690909090909091; tmpo 86.66666666666667; harmony 0.2; 
250 pitch 67.11111111111111; amp 0.5409090909090909; tmpo 76.11111111111111; harmony 0.1; 
250 pitch 56.0; amp 0.40181818181818174; tmpo 90.0; harmony 0.2; 
250 pitch 55.111111111111114; amp 0.37727272727272726; tmpo 91.11111111111111; harmony 0.1; 
250 pitch 64.88888888888889; amp 0.45909090909090905; tmpo 78.88888888888889; harmony 0.2; 
250 pitch 63.55555555555556; amp 0.4836363636363636; tmpo 80.55555555555556; harmony 0.1; 
250 pitch 61.333333333333336; amp 0.4181818181818181; tmpo 83.33333333333333; harmony 0.1; 
250 pitch 67.11111111111111; amp 0.4836363636363636; tmpo 76.11111111111111; harmony 0.1; 
250 pitch 63.55555555555556; amp 0.39363636363636356; tmpo 80.55555555555556; harmony 0.1; 
250 pitch 64.0; amp 0.4509090909090908; tmpo 80.0; harmony 0.2; 
250 pitch 59.111111111111114; amp 0.3363636363636363; tmpo 86.11111111111111; harmony 0.1; 
250 pitch 61.77777777777778; amp 0.5409090909090909; tmpo 82.77777777777777; harmony 0.1; 
250 pitch 68.44444444444444; amp 0.5327272727272727; tmpo 74.44444444444444; harmony 0.1; 
250 pitch 54.66666666666667; amp 0.37727272727272726; tmpo 91.66666666666667; harmony 0.1; 
250 pitch 60.888888888888886; amp 0.45909090909090905; tmpo 83.88888888888889; harmony 0.1; 
250 pitch 57.77777777777778; amp 0.36090909090909085; tmpo 87.77777777777777; harmony 0.2; 
250 pitch 70.22222222222223; amp 0.49999999999999994; tmpo 72.22222222222223; harmony 0.3; 
250 pitch 60.44444444444444; amp 0.35272727272727267; tmpo 84.44444444444444; harmony 0.1; 
250 pitch 56.44444444444444; amp 0.49999999999999994; tmpo 89.44444444444444; harmony 0.1; 
250 pitch 62.66666666666667; amp 0.49181818181818177; tmpo 81.66666666666666; harmony 0.2; 
250 pitch 57.77777777777778; amp 0.3036363636363636; tmpo 87.77777777777777; harmony 0.1; 
250 pitch 58.22222222222222; amp 0.2545454545454545; tmpo 87.22222222222221; harmony 0.1; 
250 pitch 58.22222222222222; amp 0.2218181818181818; tmpo 87.22222222222221; harmony 0.2; 
250 pitch 58.22222222222222; amp 0.3690909090909091; tmpo 87.22222222222221; harmony 0.1; 
250 pitch 52.0; amp 0.40181818181818174; tmpo 95.0; harmony 0.2; 
250 pitch 65.77777777777777; amp 0.40181818181818174; tmpo 77.77777777777777; harmony 0.1; 
250 pitch 62.66666666666667; amp 0.44272727272727264; tmpo 81.66666666666666; harmony 0.1; 
250 pitch 65.33333333333334; amp 0.35272727272727267; tmpo 78.33333333333333; harmony 0.1; 
250 pitch 68.44444444444444; amp 0.5818181818181818; tmpo 74.44444444444444; harmony 0.1; 
250 pitch 70.22222222222223; amp 0.3445454545454545; tmpo 72.22222222222223; harmony 0.1; 
250 pitch 59.55555555555556; amp 0.32818181818181813; tmpo 85.55555555555556; harmony 0.2; 
250 pitch 62.66666666666667; amp 0.4181818181818181; tmpo 81.66666666666666; harmony 0.1; 
250 pitch 58.22222222222222; amp 0.39363636363636356; tmpo 87.22222222222221; harmony 0.1; 
250 pitch 65.77777777777777; amp 0.2954545454545454; tmpo 77.77777777777777; harmony 0.1; 
250 pitch 60.44444444444444; amp 0.20545454545454545; tmpo 84.44444444444444; harmony 0.2; 
250 pitch 54.66666666666667; amp 0.1890909090909091; tmpo 91.66666666666667; harmony 0.3; 
250 pitch 58.22222222222222; amp 0.2545454545454545; tmpo 87.22222222222221; harmony 0.4; 
250 pitch 48.0; amp 0.19727272727272727; tmpo 100.0; harmony 0.1; 
250 pitch 52.44444444444444; amp 0.2709090909090909; tmpo 94.44444444444444; harmony 0.1; 
250 pitch 53.77777777777778; amp 0.2627272727272727; tmpo 92.77777777777777; harmony 0.1; 
250 pitch 49.333333333333336; amp 0.24636363636363634; tmpo 98.33333333333333; harmony 0.1; 
250 pitch 59.111111111111114; amp 0.3036363636363636; tmpo 86.11111111111111; harmony 0.1; 
250 pitch 60.0; amp 0.16454545454545452; tmpo 85.0; harmony 0.1; 
250 pitch 51.111111111111114; amp 0.14818181818181816; tmpo 96.11111111111111; harmony 0.1; 
250 pitch 50.22222222222222; amp 0.05; tmpo 97.22222222222223; harmony 0.1; 
250 pitch 52.0; amp 0.1890909090909091; tmpo 95.0; harmony 0.1; 
250 pitch 52.888888888888886; amp 0.32818181818181813; tmpo 93.88888888888889; harmony 0.2; 
250 pitch 53.333333333333336; amp 0.13999999999999999; tmpo 93.33333333333333; harmony 0.1; 
